CaseId,Gross Sales,Net Sales,Rejected,Receivable,Overdue receivable,Credit Score,Risk Class,Invoice Due Date,Dispute Case,Days Sales Outstanding,Collection Effectiveness Index,Accounts Receivable Turnover Rate,Average Days Delinquent,Delivered on Time,Automation Rate,Cost per 1k Revenue,FTEs per 1Bil Revenue,Credit Reviews per Credit FTE,Data Set
1325,48600,0,48600,0,0,0,Not evaluated,,No,59,67,0.5509000000000001,24,Yes,19,2.18,35.99,55.09,Current State
1326,114959,114959,0,114959,114959,6,High,2019-04-18T02:58:52,No,59,73.16,0.7315999999999999,24,Yes,19,2.71,34.04,73.16,Current State
1327,46298,46298,0,46298,46298,0,Not evaluated,2019-05-02T18:10:15,No,59,70,1.20,24,Yes,19,2.45,35.79,53.81,Current State
1328,66093,66093,0,66093,66093,0,Not evaluated,2019-05-01T07:20:58,No,59,60.91,0.6091,24,Yes,19,2.55,34.80,60.91,Current State
1329,34754,34754,0,34754,0,87,Low,2019-04-15T18:07:55,No,59,64.54,0.6454000000000001,24,Yes,19,2.63,36.80,64.54,Current State
1330,119342,119342,0,119342,119342,0,Not evaluated,2019-04-30T00:58:15,No,59,53.07,0.5307,24,Yes,19,2.47,37.92,53.07,Current State
1331,26916,26916,0,26916,0,98,Low,2019-04-16T06:19:05,No,59,67.06,0.6706,24,Yes,19,2.20,36.80,67.06,Current State
1332,88745,88745,0,88745,0,51,Medium,2019-04-16T11:31:53,No,59,66,0.6624,24,Yes,19,2.65,37.62,66.24,Current State
1333,104515,0,0,0,0,0,Not evaluated,2019-04-28T05:08:05,No,59,62,0.5966,24,Yes,19,2.48,36.52,59.66,Current State
1334,24919,24919,0,24919,24919,45,Medium,2019-04-16T13:43:51,No,59,66,0.6781,24,No,19,2.27,36.53,67.81,Current State
1335,29623,29623,0,29623,29623,0,Not evaluated,2019-04-18T01:32:49,No,59,69,1.12,24,No,19,2.39,37.62,65.53,Current State
1336,54815,54815,0,54815,54815,0,Not evaluated,2019-04-15T17:45:58,No,59,69.62,0.6962,24,Yes,19,2.47,35.76,69.62,Current State
1337,40614,40614,0,40614,0,84,Low,2019-04-18T05:48:27,No,59,70,1.17,24,No,19,2.84,36.86,77.72,Current State
1338,117811,0,117811,0,0,14,High,,No,59,70.29,0.7029000000000001,24,No,19,2.13,36.25,70.29,Current State
1339,28147,0,28147,0,0,32,High,,No,59,64,0.8044,24,Yes,19,2.50,37.09,80.44,Current State
1340,66496,66496,0,66496,0,79,Low,2019-04-16T23:01:26,No,59,70.68,1.12,24,Yes,19,2.63,36.10,70.68,Current State
1341,96369,0,96369,0,0,0,Not evaluated,,No,59,66,0.82,24,Yes,19,2.60,36.86,60.85,Current State
1342,71594,0,0,0,0,92,Low,2019-04-17T06:55:00,No,59,55.09,1.25,24,Yes,19,2.71,37.07,55.09,Current State
1343,48517,48517,0,48517,48517,29,High,2019-04-17T17:05:14,No,59,54.43,0.5443,24,No,19,2.09,37.23,54.43,Current State
1344,24227,24227,0,24227,24227,20,High,2019-05-03T03:49:58,No,59,62.37,0.53,24,Yes,19,2.50,37.64,62.37,Current State
1345,13315,13315,0,13315,0,78,Low,2019-05-03T09:45:15,No,59,69,0.5954,24,Yes,19,2.63,36.61,59.54,Current State
1346,15879,15879,0,15879,0,34,High,2019-04-18T09:34:22,No,59,65,0.5816,24,Yes,19,2.13,36.30,58.16,Current State
1347,68587,0,0,0,0,46,Medium,2019-04-17T19:53:56,No,59,59.82,0.79,24,No,19,2.41,34.29,59.82,Current State
1348,58031,0,0,0,0,22,High,2019-04-18T17:33:34,No,59,63,0.55,24,Yes,19,2.55,36.08,54.81,Current State
1349,60199,60199,0,60199,0,23,High,2019-04-18T17:45:52,No,59,63,0.795,24,Yes,19,2.52,37.79,79.50,Current State
1350,89641,89641,0,89641,0,78,Low,2019-04-18T09:39:33,No,59,69,1.11,24,No,19,2.41,36.25,52.83,Current State
1351,76416,0,76416,0,0,91,Low,,No,59,55.90,1.24,24,Yes,19,2.71,35.81,55.90,Current State
1352,71552,71552,0,71552,71552,31,High,2019-04-23T18:19:40,No,59,64,0.64,24,No,19,2.36,36.94,65.64,Current State
1353,68135,68135,0,68135,0,76,Low,2019-04-21T11:26:18,No,59,69,0.6785,24,No,19,2.49,36.19,67.85,Current State
1354,27870,27870,0,27870,0,87,Low,2019-04-19T05:34:19,No,59,70,1.20,24,Yes,19,2.41,37.38,58.14,Current State
1355,57520,57520,0,57520,0,71,Medium,2019-05-06T13:01:11,No,59,68,1.04,24,No,19,2.28,37.23,67.10,Current State
1356,46727,46727,0,46727,0,80,Low,2019-04-21T11:24:36,No,59,69,1.13,24,Yes,19,2.45,36.73,84.04,Current State
1357,12940,12940,0,12940,0,11,High,2019-04-19T23:22:36,No,59,59.90,0.44,24,Yes,19,2.37,35.29,59.90,Current State
1358,110216,110216,0,110216,0,35,Medium,2019-04-19T15:24:51,No,59,57.09,0.5709000000000001,24,Yes,19,2.29,37.51,57.09,Current State
1359,101293,101293,0,101293,0,94,Low,2019-04-21T21:06:31,No,59,71,1.27,24,Yes,19,2.42,37.41,62.24,Current State
1360,76539,76539,0,76539,0,75,Low,2019-04-27T16:38:54,No,59,69,0.6533,24,Yes,19,2.54,36.88,65.33,Current State
1361,29215,0,29215,0,0,40,Medium,,No,59,65,0.73,24,Yes,19,2.30,37.19,52.95,Current State
1362,23700,23700,0,23700,23700,39,Medium,2019-04-20T01:28:42,No,59,65.19,0.6518999999999999,24,Yes,19,2.71,36.81,65.19,Current State
1363,98987,98987,0,98987,98987,24,High,2019-04-20T11:39:41,No,59,62.93,0.57,24,Yes,19,2.42,37.23,62.93,Current State
1364,84830,84830,0,84830,0,76,Low,2019-04-20T05:31:36,No,59,69,0.5807,24,Yes,19,2.49,37.31,58.07,Current State
1365,103412,103412,0,103412,103412,67,Medium,2019-04-20T08:31:22,No,59,55.15,0.5515,24,Yes,19,2.35,35.34,55.15,Current State
1366,117129,0,117129,0,0,0,Not evaluated,,No,59,57.72,1.17,24,Yes,19,1.94,35.38,57.72,Current State
1367,55609,55609,0,55609,0,89,Low,2019-04-25T03:20:48,No,59,70,1.22,24,No,19,2.35,37.83,81.84,Current State
1368,99793,0,0,0,0,81,Low,2019-04-20T02:20:29,No,59,69,1.14,24,Yes,19,2.76,36.54,67.94,Current State
1369,92699,92699,0,92699,92699,93,Low,2019-04-20T23:01:46,No,59,70,1.26,24,Yes,19,2.57,37.24,57.46,Current State
1370,110717,110717,0,110717,0,95,Low,2019-04-23T11:36:38,No,59,71,0.5576,24,Yes,19,2.18,37.15,55.76,Current State
1371,119109,119109,0,119109,0,53,Medium,2019-04-21T12:53:26,No,58,68,0.93,23,Yes,20,2.52,36.39,76.75,Current State
1372,112444,112444,0,112444,112444,0,Not evaluated,2019-04-26T17:17:01,No,58,72,1.24,23,Yes,20,2.30,36.70,65.35,Current State
1373,25103,25103,0,25103,25103,75,Low,2019-04-20T22:40:28,No,58,71,1.15,23,Yes,20,2.78,36.90,64.25,Current State
1374,29724,29724,0,29724,29724,0,Not evaluated,2019-05-06T11:46:46,No,58,57.02,0.75,23,Yes,20,2.69,36.85,57.02,Current State
1375,60467,60467,0,60467,60467,24,High,2019-04-22T00:39:50,No,58,79.10,0.64,23,Yes,20,2.44,36.73,79.10,Current State
1376,16217,0,0,0,0,0,Not evaluated,2019-05-05T16:11:55,No,58,71,1.23,23,No,20,2.61,37.10,73.53,Current State
1377,88149,88149,0,88149,0,65,Medium,2019-04-21T23:50:16,No,58,81.17,1.05,23,Yes,20,2.55,37.91,81.17,Current State
1378,33029,33029,0,33029,33029,0,Not evaluated,2019-04-26T02:15:21,No,58,61.38,0.6138,23,Yes,20,2.58,37.21,61.38,Current State
1379,16803,16803,0,16803,0,92,Low,2019-04-21T19:24:04,No,58,62.12,0.6212,23,Yes,20,2.53,37.76,62.12,Current State
1380,112187,112187,0,112187,0,84,Low,2019-04-22T12:29:40,No,58,64.12,0.6412,23,Yes,20,2.68,37.46,64.12,Current State
1381,58025,58025,0,58025,0,79,Low,2019-04-22T13:02:19,No,58,67.47,0.6747,23,Yes,20,2.40,36.69,67.47,Current State
1382,59440,59440,0,59440,0,96,Low,2019-04-27T13:56:50,No,58,73,0.7433,23,No,20,2.53,36.81,74.33,Current State
1383,84143,84143,0,84143,84143,63,Medium,2019-04-23T01:16:51,No,58,68.14,0.6814,23,Yes,20,2.62,35.96,68.14,Current State
1384,90556,90556,0,90556,0,95,Low,2019-04-26T11:20:18,No,58,79.92,0.7992,23,Yes,20,2.53,35.28,79.92,Current State
1385,76374,0,76374,0,0,0,Not evaluated,,No,58,54.32,0.5432,23,Yes,20,2.47,34.60,54.32,Current State
1386,56041,0,0,0,0,0,Not evaluated,2019-06-01T00:24:30,No,58,70.87,1.37,23,No,20,2.36,36.68,70.87,Current State
1387,45921,45921,0,45921,0,6,High,2019-04-23T22:58:58,No,58,89.27,0.46,23,Yes,20,2.40,37.62,89.27,Current State
1388,49145,0,49145,0,0,0,Not evaluated,,No,58,52.01,0.5201,23,Yes,20,2.78,37.46,52.01,Current State
1389,78289,78289,0,78289,0,68,Medium,2019-04-28T16:35:42,No,58,70,1.08,23,Yes,20,2.73,37.40,81.15,Current State
1390,119165,119165,0,119165,0,61,Medium,2019-04-23T22:49:23,No,58,69,0.5421,23,No,20,2.25,37.26,54.21,Current State
1391,40899,40899,0,40899,40899,0,Not evaluated,2019-04-27T00:59:42,Yes,58,66,0.71,23,Yes,20,2.56,34.71,78.70,Current State
1392,109877,109877,0,109877,109877,0,Not evaluated,2019-04-27T18:10:58,No,58,71,0.5514,23,Yes,20,2.76,38.28,55.14,Current State
1393,12289,12289,0,12289,0,95,Low,2019-04-26T08:19:12,No,58,73,0.6409,23,Yes,20,2.49,37.23,64.09,Current State
1394,81206,81206,0,81206,81206,100,Low,2019-04-24T10:31:34,No,58,53.91,0.5390999999999999,23,Yes,20,2.79,36.64,53.91,Current State
1395,20622,20622,0,20622,0,25,High,2019-04-24T12:10:48,No,58,66,0.6807,23,No,20,2.52,36.95,68.07,Current State
1396,21033,21033,0,21033,0,63,Medium,2019-04-24T14:39:50,No,58,67.68,1.03,23,No,20,2.47,36.65,67.68,Current State
1397,90987,90987,0,90987,90987,28,High,2019-04-25T03:11:11,No,58,95.67,0.9567,23,No,20,2.40,36.73,95.67,Current State
1398,69528,0,69528,0,0,65,Medium,,No,58,62.60,0.626,23,No,20,3.00,36.20,62.60,Current State
1399,31312,0,0,0,0,0,Not evaluated,2019-04-23T21:03:43,No,58,65,0.57,23,No,20,2.70,35.56,55.69,Current State
1400,85852,85852,0,85852,0,78,Low,2019-04-25T03:10:46,No,58,71,0.535,23,Yes,20,2.65,37.93,53.50,Current State
1401,58435,58435,0,58435,0,100,Low,2019-04-25T06:02:04,No,58,73,0.6634,23,Yes,20,2.32,37.23,66.34,Current State
1402,60646,60646,0,60646,60646,79,Low,2019-04-27T09:55:15,No,58,71,0.5593,23,No,20,2.51,35.40,55.93,Current State
1403,37273,0,37273,0,0,0,Not evaluated,,No,58,70,1.08,23,Yes,20,2.65,34.70,52.74,Current State
1404,100801,100801,0,100801,0,87,Low,2019-04-25T08:54:43,No,58,72,1.27,23,Yes,20,2.52,36.97,60.03,Current State
1405,41897,41897,0,41897,0,96,Low,2019-04-25T10:06:08,No,58,60.20,0.602,23,No,20,2.64,37.43,60.20,Current State
1406,62100,62100,0,62100,0,49,Medium,2019-04-25T19:32:04,No,58,68,0.6811,23,Yes,20,2.64,36.23,68.11,Current State
1407,95773,95773,0,95773,0,30,High,2019-04-27T00:40:34,No,58,57.01,0.5700999999999999,23,Yes,20,2.95,34.92,57.01,Current State
1408,19220,19220,0,19220,19220,0,Not evaluated,2019-05-15T05:04:56,No,58,70,1.07,23,Yes,20,2.63,36.72,59.25,Current State
1409,79968,79968,0,79968,0,85,Low,2019-04-26T00:02:52,No,58,58.21,0.5821000000000001,23,No,20,2.35,36.33,58.21,Current State
1410,50301,50301,0,50301,50301,76,Low,2019-04-26T07:25:54,No,58,71,0.6838,23,No,20,2.68,36.08,68.38,Current State
1411,20636,20636,0,20636,0,79,Low,2019-04-28T06:55:57,No,58,79.94,0.7994,23,No,20,2.33,37.27,79.94,Current State
1412,97501,0,97501,0,0,0,Not evaluated,,No,58,64,0.52,23,Yes,20,1.99,37.27,53.48,Current State
1413,28021,28021,0,28021,28021,90,Low,2019-05-01T08:46:13,No,58,72,1.30,23,Yes,20,2.45,35.88,62.45,Current State
1414,61549,61549,0,61549,61549,0,Not evaluated,2019-04-26T00:44:31,No,58,72,0.69,23,Yes,20,2.45,36.79,69.00,Current State
1415,71017,71017,0,71017,0,75,Low,2019-05-24T18:30:10,No,58,71,0.664,23,Yes,20,2.14,36.39,66.40,Current State
1416,83640,0,83640,0,0,0,Not evaluated,,No,58,55.13,0.71,23,Yes,20,2.54,37.79,55.13,Current State
1417,16754,16754,0,16754,16754,99,Low,2019-04-27T14:34:50,No,58,73,1.39,23,Yes,20,2.57,36.57,61.80,Current State
1418,90115,90115,0,90115,0,79,Low,2019-04-27T20:04:34,No,58,71.17,0.7117,23,Yes,20,2.56,37.13,71.17,Current State
1419,55923,55923,0,55923,0,56,Medium,2019-04-27T14:41:39,No,58,59.55,0.5954999999999999,23,Yes,20,2.72,37.17,59.55,Current State
1420,82800,82800,0,82800,0,97,Low,2019-05-11T06:41:49,No,58,85.07,1.37,23,Yes,20,2.04,37.15,85.07,Current State
1421,111713,111713,0,111713,111713,66,Medium,2019-05-03T04:51:50,No,58,70,0.5631,23,Yes,20,2.97,36.04,56.31,Current State
1422,33486,33486,0,33486,0,69,Medium,2019-04-28T01:14:37,No,58,70,1.09,23,Yes,20,2.69,35.89,70.61,Current State
1423,10954,0,10954,0,0,0,Not evaluated,,No,58,58.00,0.58,23,Yes,20,2.50,37.53,58.00,Current State
1424,78096,78096,0,78096,78096,69,Medium,2019-05-03T10:47:18,No,58,92.71,0.9270999999999999,23,Yes,20,2.22,35.19,92.71,Current State
1425,27857,0,27857,0,0,0,Not evaluated,,No,58,70,0.7001999999999999,23,Yes,20,2.80,37.46,70.02,Current State
1426,91396,91396,0,91396,0,44,Medium,2019-04-28T12:00:18,No,58,68,0.5919,23,Yes,20,2.55,36.77,59.19,Current State
1427,53628,53628,0,53628,0,51,Medium,2019-05-01T03:57:40,No,58,68,0.6803,23,Yes,20,2.49,35.19,68.03,Current State
1428,58447,58447,0,58447,58447,80,Low,2019-04-28T15:05:25,No,58,71,1.20,23,Yes,20,2.41,36.49,64.63,Current State
1429,77833,77833,0,77833,77833,33,High,2019-05-03T17:13:34,No,58,66.18,0.6618,23,Yes,20,2.37,37.69,66.18,Current State
1430,82166,82166,0,82166,82166,0,Not evaluated,2019-05-02T06:15:37,No,58,73,1.36,23,No,20,2.22,38.22,73.36,Current State
1431,72579,72579,0,72579,0,90,Low,2019-04-29T01:27:34,No,58,61.92,1.30,23,Yes,20,2.66,36.58,61.92,Current State
1432,38178,38178,0,38178,0,97,Low,2019-05-03T18:25:59,No,58,73,0.6694,23,No,20,2.65,36.51,66.94,Current State
1433,29629,29629,0,29629,0,47,Medium,2019-05-01T21:57:52,No,58,68,0.87,23,Yes,20,2.26,35.50,64.43,Current State
1434,99297,0,99297,0,0,0,Not evaluated,,No,58,55.93,1.08,23,Yes,20,2.42,36.46,55.93,Current State
1435,16435,0,16435,0,0,29,High,,No,58,57.43,0.69,23,No,20,2.50,35.41,57.43,Current State
1436,15173,15173,0,15173,15173,80,Low,2019-04-29T18:42:10,No,58,71.80,1.20,23,Yes,20,2.67,37.40,71.80,Current State
1437,28274,28274,0,28274,0,0,Not evaluated,2019-05-03T07:47:55,No,58,72.04,1.10,23,Yes,20,2.66,37.74,72.04,Current State
1438,27311,27311,0,27311,0,76,Low,2019-04-30T12:36:07,No,58,51.91,1.16,23,Yes,20,2.36,36.39,51.91,Current State
1439,19532,19532,0,19532,19532,63,Medium,2019-05-03T03:07:11,No,58,64.62,0.6462,23,Yes,20,2.33,37.73,64.62,Current State
1440,84564,84564,0,84564,0,87,Low,2019-04-30T08:23:37,No,58,72,1.27,23,No,20,2.44,37.04,56.41,Current State
1441,115222,115222,0,115222,0,78,Low,2019-04-30T11:50:58,No,58,75.08,1.18,23,No,20,2.78,35.97,75.08,Current State
1442,85472,85472,0,85472,0,100,Low,2019-05-03T04:02:51,No,58,73,1.40,23,Yes,20,2.83,36.19,59.72,Current State
1443,22386,22386,0,22386,0,70,Medium,2019-05-01T00:00:44,No,58,52.74,1.10,23,Yes,20,2.43,37.89,52.74,Current State
1444,68627,0,0,0,0,27,High,2019-05-06T16:25:04,No,58,66,0.7556,23,Yes,20,2.38,37.04,75.56,Current State
1445,114133,0,114133,0,0,0,Not evaluated,,No,58,62.18,0.6218,23,Yes,20,2.59,34.01,62.18,Current State
1446,40256,40256,0,40256,40256,40,Medium,2019-05-06T01:48:15,No,58,67,0.80,23,Yes,20,2.69,37.87,60.27,Current State
1447,97937,97937,0,97937,0,57,Medium,2019-05-01T17:18:24,No,58,69,0.5347,23,Yes,20,2.53,36.93,53.47,Current State
1448,74188,74188,0,74188,0,0,Not evaluated,2019-04-30T15:43:09,No,58,60.44,0.6043999999999999,23,Yes,20,2.56,36.72,60.44,Current State
1449,94460,0,94460,0,0,0,Not evaluated,,No,58,54.86,1.16,23,Yes,20,2.31,35.95,54.86,Current State
1450,116053,116053,0,116053,116053,0,Not evaluated,2019-04-30T16:21:09,No,58,72.14,1.27,23,No,20,2.50,37.10,72.14,Current State
1451,30634,30634,0,30634,30634,83,Low,2019-05-01T21:40:42,No,58,71,0.5471,23,No,20,2.22,37.15,54.71,Current State
1452,118480,0,118480,0,0,0,Not evaluated,,No,58,73,1.36,23,Yes,20,2.89,35.89,57.95,Current State
1453,53699,53699,0,53699,0,67,Medium,2019-05-02T06:34:33,No,58,62.50,0.625,23,Yes,20,2.24,37.54,62.50,Current State
1454,107053,107053,0,107053,107053,78,Low,2019-05-04T14:15:32,No,58,71,0.6878,23,No,20,2.98,36.05,68.78,Current State
1455,38679,0,38679,0,0,0,Not evaluated,,No,58,63.33,0.77,23,No,20,2.74,35.74,63.33,Current State
1456,99274,99274,0,99274,0,61,Medium,2019-05-07T05:51:24,No,58,57.61,0.5761,23,Yes,20,2.48,37.28,57.61,Current State
1457,112402,112402,0,112402,112402,76,Low,2019-05-03T03:41:23,No,58,71,0.6403,23,No,20,2.17,37.59,64.03,Current State
1458,93002,0,93002,0,0,70,Medium,,No,58,70,1.10,23,Yes,20,2.23,36.51,57.75,Current State
1459,72051,72051,0,72051,0,6,High,2019-05-03T10:21:59,No,58,64,0.46,23,Yes,20,2.79,36.50,60.67,Current State
1460,16775,16775,0,16775,16775,0,Not evaluated,2019-05-01T22:42:31,No,58,71,1.15,23,No,20,2.74,36.91,69.16,Current State
1461,20379,20379,0,20379,0,0,Not evaluated,2019-05-06T16:15:08,No,58,70.96,0.7095999999999999,23,Yes,20,2.39,37.39,70.96,Current State
1462,72403,72403,0,72403,72403,64,Medium,2019-05-04T01:51:46,No,58,70,1.04,23,No,20,2.60,37.88,54.78,Current State
1463,12629,0,12629,0,0,42,Medium,,No,58,67,0.9998999999999999,23,No,20,2.45,36.20,99.99,Current State
1464,42477,42477,0,42477,42477,20,High,2019-05-04T03:26:03,No,58,65,0.60,23,Yes,20,2.22,37.34,57.95,Current State
1465,13344,13344,0,13344,0,86,Low,2019-05-03T21:15:40,No,58,72,1.26,23,Yes,20,2.26,37.30,74.29,Current State
1466,69454,69454,0,69454,0,5,High,2019-05-04T04:22:17,No,58,71.90,0.7190000000000001,23,No,20,2.53,36.05,71.90,Current State
1467,41143,41143,0,41143,0,100,Low,2019-05-04T03:08:37,No,58,77.30,1.40,23,No,20,2.54,36.20,77.30,Current State
1468,36262,36262,0,36262,0,52,Medium,2019-05-04T19:20:35,No,58,59.25,0.5925,23,Yes,20,2.25,37.48,59.25,Current State
1469,61444,61444,0,61444,0,89,Low,2019-05-04T05:58:03,No,58,73.27,0.7326999999999999,23,Yes,20,2.65,35.96,73.27,Current State
1470,74032,0,74032,0,0,0,Not evaluated,,No,58,64,0.6338,23,Yes,20,2.89,36.82,63.38,Current State
1471,17886,17886,0,17886,17886,16,High,2019-05-05T04:28:39,No,58,65,0.56,23,Yes,20,2.33,37.09,55.77,Current State
1472,15785,15785,0,15785,15785,0,Not evaluated,2019-05-03T19:40:38,No,58,58.19,0.5819,23,Yes,20,2.39,37.26,58.19,Current State
1473,66492,66492,0,66492,66492,0,Not evaluated,2019-05-04T09:52:29,Yes,58,73.06,0.7306,23,Yes,20,2.69,37.23,73.06,Current State
1474,14283,0,14283,0,0,0,Not evaluated,,No,58,71,0.6382,23,Yes,20,2.72,37.02,63.82,Current State
1475,79418,79418,0,79418,0,56,Medium,2019-05-08T00:01:38,No,58,60.94,0.96,23,Yes,20,2.30,36.85,60.94,Current State
1476,15161,15161,0,15161,0,44,Medium,2019-05-05T07:38:15,No,58,68,0.6511,23,Yes,20,2.54,37.17,65.11,Current State
1477,58129,58129,0,58129,0,25,High,2019-05-08T08:13:40,No,58,56.95,0.5695,23,Yes,20,2.50,37.18,56.95,Current State
1478,107203,0,0,0,0,0,Not evaluated,2019-05-07T00:07:56,No,58,72,1.25,23,Yes,20,2.30,33.94,52.93,Current State
1479,25816,25816,0,25816,0,13,High,2019-05-06T06:36:23,No,58,64,0.6520999999999999,23,Yes,20,2.48,36.23,65.21,Current State
1480,106390,106390,0,106390,106390,0,Not evaluated,2019-05-05T03:28:43,Yes,58,72,1.27,23,Yes,20,2.47,37.44,55.62,Current State
1481,104627,104627,0,104627,0,55,Medium,2019-05-06T13:03:18,No,58,69,0.95,23,No,20,2.25,35.78,63.64,Current State
1482,56539,56539,0,56539,0,94,Low,2019-05-06T15:06:16,No,58,73,1.34,23,Yes,20,2.39,35.72,57.15,Current State
1483,34157,0,0,0,0,0,Not evaluated,2019-05-05T08:43:55,No,58,67,0.5418,23,Yes,20,2.51,36.87,54.18,Current State
1484,18113,18113,0,18113,0,83,Low,2019-05-06T13:21:26,No,58,59.74,0.5974,23,Yes,20,2.72,36.04,59.74,Current State
1485,77692,0,0,0,0,83,Low,2019-05-10T17:40:36,No,58,71,1.23,23,Yes,20,2.25,36.67,55.84,Current State
1486,76144,76144,0,76144,76144,0,Not evaluated,2019-05-05T21:50:44,No,58,71,0.5261,23,Yes,20,2.62,37.20,52.61,Current State
1487,82297,0,82297,0,0,0,Not evaluated,,No,58,66.12,0.53,23,Yes,20,2.09,37.28,66.12,Current State
1488,43996,43996,0,43996,0,23,High,2019-05-07T12:59:58,No,58,57.20,0.5720000000000001,23,Yes,20,2.42,36.41,57.20,Current State
1489,91190,91190,0,91190,0,100,Low,2019-05-12T12:28:05,No,58,62.22,0.6222,23,No,20,2.34,37.55,62.22,Current State
1490,32431,0,0,0,0,37,Medium,2019-05-28T21:34:31,No,58,60.16,0.77,23,No,20,2.75,37.56,60.16,Current State
1491,50898,50898,0,50898,50898,0,Not evaluated,2019-05-06T08:18:38,No,58,64.30,0.643,23,No,20,2.36,36.60,64.30,Current State
1492,80699,80699,0,80699,0,89,Low,2019-05-07T17:13:03,No,58,72,0.7165,23,Yes,20,2.55,37.08,71.65,Current State
1493,46605,0,46605,0,0,40,Medium,,No,58,58.92,0.80,23,Yes,20,2.44,36.61,58.92,Current State
1494,29880,29880,0,29880,0,47,Medium,2019-05-10T05:27:15,No,58,68,0.6779999999999999,23,Yes,20,2.77,36.73,67.80,Current State
1495,89619,0,0,0,0,6,High,2019-05-25T14:40:24,No,58,64.33,0.6433,23,Yes,20,2.62,36.97,64.33,Current State
1496,29089,29089,0,29089,0,89,Low,2019-05-07T21:07:14,No,58,72,0.6459999999999999,23,Yes,20,2.47,37.70,64.60,Current State
1497,10712,10712,0,10712,0,87,Low,2019-05-08T09:48:30,No,58,72,0.6889,23,Yes,20,2.91,36.28,68.89,Current State
1498,33259,33259,0,33259,0,70,Medium,2019-05-08T19:28:30,No,58,70,0.5543,23,Yes,20,2.52,36.00,55.43,Current State
1499,21102,21102,0,21102,0,34,High,2019-05-09T02:43:10,No,58,68.59,0.74,23,Yes,20,2.41,37.47,68.59,Current State
1500,53275,0,0,0,0,95,Low,2019-05-09T00:15:18,No,58,93.08,0.9308,23,Yes,20,2.97,36.71,93.08,Current State
1501,11074,11074,0,11074,0,21,High,2019-05-22T00:13:02,No,58,65,0.7267,23,Yes,20,2.49,37.79,72.67,Current State
1502,91783,91783,0,91783,0,15,High,2019-05-09T06:19:42,No,58,65.95,0.6595,23,Yes,20,2.77,36.25,65.95,Current State
1503,65766,0,65766,0,0,0,Not evaluated,,No,58,51.26,0.5126,23,No,20,2.25,37.17,51.26,Current State
1504,14728,14728,0,14728,0,78,Low,2019-05-14T10:23:04,No,58,67.14,0.6714,23,No,20,2.74,36.56,67.14,Current State
1505,90320,0,0,0,0,0,Not evaluated,2019-05-13T06:27:04,No,58,56.17,1.26,23,Yes,20,2.66,36.42,56.17,Current State
1506,86180,86180,0,86180,0,78,Low,2019-05-09T21:11:41,No,58,71,1.18,23,Yes,20,2.68,36.56,79.92,Current State
1507,18517,18517,0,18517,0,87,Low,2019-05-10T07:02:26,No,58,72,1.27,23,Yes,20,2.41,37.81,66.16,Current State
1508,113821,113821,0,113821,0,20,High,2019-05-15T15:31:24,No,58,65,0.7662,23,Yes,20,2.40,37.21,76.62,Current State
1509,59355,59355,0,59355,59355,19,High,2019-05-10T20:15:13,Yes,58,56.35,0.5635,23,Yes,20,2.63,36.92,56.35,Current State
1510,65661,65661,0,65661,0,75,Low,2019-05-09T20:33:22,No,58,73.41,1.15,23,No,20,2.39,37.15,73.41,Current State
1511,88798,88798,0,88798,0,83,Low,2019-05-10T11:05:51,No,58,71,0.7315,23,Yes,20,2.58,35.99,73.15,Current State
1512,47982,47982,0,47982,47982,48,Medium,2019-05-12T13:37:10,Yes,58,68,0.88,23,Yes,20,2.61,37.37,65.58,Current State
1513,13374,13374,0,13374,0,95,Low,2019-05-12T17:40:32,No,58,73,1.35,23,Yes,20,2.19,37.24,67.83,Current State
1514,18241,18241,0,18241,0,65,Medium,2019-05-11T07:13:39,No,58,70,1.05,23,Yes,20,2.24,36.26,58.52,Current State
1515,78464,78464,0,78464,0,37,Medium,2019-05-14T03:07:51,No,58,72.90,0.7290000000000001,23,Yes,20,2.53,37.63,72.90,Current State
1516,37827,37827,0,37827,0,42,Medium,2019-05-12T00:24:04,No,58,67.44,0.82,23,Yes,20,2.49,38.44,67.44,Current State
1517,43141,43141,0,43141,0,39,Medium,2019-05-11T15:43:40,No,58,67,0.5919,23,No,20,2.47,36.33,59.19,Current State
1518,46007,0,0,0,0,0,Not evaluated,2019-05-15T04:44:47,No,58,63.35,0.6335000000000001,23,Yes,20,2.51,37.14,63.35,Current State
1519,112185,0,0,0,0,0,Not evaluated,2019-05-24T23:52:13,No,58,73,1.37,23,No,20,2.36,37.91,62.21,Current State
1520,109585,109585,0,109585,0,96,Low,2019-05-11T16:17:27,No,58,65.76,0.6576000000000001,23,Yes,20,2.23,36.52,65.76,Current State
1521,37458,37458,0,37458,0,0,Not evaluated,2019-05-26T21:56:11,No,58,64,0.5507,23,No,20,2.95,36.83,55.07,Current State
1522,72819,72819,0,72819,72819,24,High,2019-05-21T20:49:50,No,58,66,0.7203,23,Yes,20,2.48,36.91,72.03,Current State
1523,28910,28910,0,28910,0,81,Low,2019-05-14T07:11:34,No,58,71,1.21,23,Yes,20,2.12,36.52,69.92,Current State
1524,49358,0,0,0,0,0,Not evaluated,2019-05-11T15:30:37,No,58,65.84,1.21,23,Yes,20,2.41,35.00,65.84,Current State
